NISN,Nama_Lengkap,Jenis_Kelamin,Usia,Kelas,Jurusan,Kehadiran_Persen,Rata_Nilai,Jumlah_Remedial,Peringkat_Kelas,Pernah_Tinggal_Kelas,Surat_Peringatan,Status_Ekstrakurikuler,Siswa_Bekerja,Status_Ortu,Jumlah_Saudara,Pendidikan_Tertinggi_Ortu,Pekerjaan_Ayah,Pekerjaan_Ibu,Penghasilan_Keluarga_Bulan,Pengeluaran_Keluarga_Bulan,Kepemilikan_Rumah,Kondisi_Rumah,Akses_Listrik,Sumber_Air_Bersih,Jarak_Ke_Sekolah_KM,Moda_Transportasi,Akses_Internet,Terdaftar_DTKS,Penerima_KIP,Penerima_PKH,Status_BPJS,Bantuan_Lokal_Daerah,Skor_Risiko,Status_Risiko,Skor_Kelayakan_Bansos,Kelayakan_Bansos,Rekomendasi_Bansos
1083651970,Citra Handoko,Perempuan,18,12,Kejuruan,78,100,0,1,0,0,Tidak Aktif,0,Cerai,4,SMA/SMK,Wiraswasta,Buruh Harian,1000000,700000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,2.5,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,0,6,Sedang,6,Layak,Bansos Daerah
9285415473,Wulan Susanto,Perempuan,13,7,-,80,90,2,5,0,0,Tidak Aktif,0,Yatim Piatu,0,D3/S1,Tidak Bekerja,Buruh Harian,2300000,2450000,Milik Sendiri,Permanen,Nebeng Tetangga,Sumur Pompa,3.7,Diantar Ortu,Tidak Ada,0,0,0,PBI (Gratis),0,5,Sedang,5,Layak,Bansos Daerah
2320763135,Dewi Situmorang,Laki-laki,13,7,-,82,78,1,13,0,0,Tidak Aktif,0,Lengkap,3,SMA/SMK,Wiraswasta,Ibu Rumah Tangga,600000,550000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,1.1,Angkutan Umum,Paket Data,1,1,0,Mandiri Kelas 2/1,0,7,Sedang,8,Sangat Layak,PKH Prioritas
1248786714,Fajar Hartono,Laki-laki,13,8,-,78,59,3,3,0,0,Aktif,0,Lengkap,7,D3/S1,Wiraswasta,PNS,2400000,2050000,Milik Sendiri,Permanen,Nebeng Tetangga,Sumur Gali,1.1,Jalan Kaki,Wifi Rumah,0,0,0,PBI (Gratis),0,7,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
5067116918,Fitri Santoso,Perempuan,16,10,Kejuruan,95,79,2,19,0,0,Tidak Aktif,0,Cerai,0,SMA/SMK,PNS/TNI/Polri,Wiraswasta,4400000,3600000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,5.0,Diantar Ortu,Paket Data,0,0,0,Mandiri Kelas 3,0,1,Rendah,1,Tidak Layak,—
9957813353,Haris Budiman,Perempuan,15,8,-,77,82,1,5,0,0,Tidak Aktif,1,Lengkap,0,SD,Wiraswasta,Karyawan Swasta,800000,850000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Gali,5.0,Motor Pribadi,Tidak Ada,1,0,0,PBI (Gratis),0,8,Sedang,8,Sangat Layak,KIP Prioritas
4289233844,Putri Hidayat,Perempuan,14,8,-,97,69,3,15,0,0,Aktif,0,Lengkap,2,SMP,Buruh Harian,Ibu Rumah Tangga,600000,550000,Numpang Keluarga,Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,2.7,Sepeda,Paket Data,1,1,0,PBI (Gratis),0,6,Sedang,7,Layak,Bansos Daerah
3361388464,Maya Firmansyah,Perempuan,15,8,-,79,77,1,2,0,0,Tidak Aktif,1,Lengkap,5,D3/S1,Pedagang,Ibu Rumah Tangga,7700000,6200000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,6.1,Diantar Ortu,Paket Data,0,0,0,PBI (Gratis),0,6,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
6633778586,Salsa Lubis,Laki-laki,19,12,IPS,89,92,0,2,0,0,Tidak Aktif,0,Lengkap,4,SMP,Buruh Harian,Buruh Harian,1300000,1400000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Gali,1.0,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,4,Rendah,6,Layak,Bansos Daerah
8086172302,Kurnia Rahayu,Laki-laki,17,12,IPA,85,61,1,23,1,0,Aktif,0,Cerai,1,D3/S1,Pedagang,Ibu Rumah Tangga,5400000,5600000,Numpang Keluarga,Tidak Layak Huni,PLN Mandiri,Sumur Pompa,2.2,Angkutan Umum,Tidak Ada,0,0,0,PBI (Gratis),0,8,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
7517938612,Haris Harahap,Laki-laki,14,9,-,73,59,2,8,0,2,Aktif,0,Lengkap,2,D3/S1,Buruh Harian,Meninggal,1900000,2300000,Numpang Keluarga,Semi Permanen,PLN Mandiri,Sumur Gali,13.2,Sepeda,Paket Data,0,0,0,Mandiri Kelas 2/1,0,9,Sedang,5,Layak,Bansos Daerah
1519709079,Okta Susanto,Perempuan,14,9,-,83,82,0,14,0,0,Aktif,1,Lengkap,0,SMP,Tidak Bekerja,Ibu Rumah Tangga,1900000,1450000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,3.2,Jalan Kaki,Paket Data,0,0,0,PBI (Gratis),0,4,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
1965067727,Bayu Pratama,Perempuan,14,8,-,87,78,1,8,0,0,Aktif,0,Lengkap,6,SD,Buruh Harian,Buruh Harian,3100000,3600000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,3.4,Motor Pribadi,Tidak Ada,1,1,1,Mandiri Kelas 2/1,0,5,Sedang,5,Layak,Bansos Daerah
2452066459,Dian Kurniawan,Laki-laki,16,10,Kejuruan,83,86,2,9,0,0,Aktif,1,Lengkap,5,SMA/SMK,Petani,Petani,1000000,1100000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,23.9,Jalan Kaki,Tidak Ada,0,0,0,PBI (Gratis),0,11,Tinggi,6,Layak,Bansos Daerah
1945826486,Okta Rahayu,Laki-laki,13,7,-,69,80,1,12,0,1,Tidak Aktif,0,Lengkap,0,SMP,Pedagang,Pedagang,2400000,1800000,Numpang Keluarga,Semi Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,0.9,Angkutan Umum,Paket Data,1,0,1,Tidak Punya,0,4,Rendah,5,Layak,Bansos Daerah
9894847574,Fandi Wahyudi,Laki-laki,19,12,IPS,100,65,2,17,1,0,Aktif,1,Cerai,1,D3/S1,Petani,Ibu Rumah Tangga,1600000,1750000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Gali,6.1,Sepeda,Paket Data,0,0,0,Tidak Punya,0,8,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
3710566582,Fajar Utomo,Laki-laki,15,10,IPS,84,78,1,5,0,0,Tidak Aktif,1,Lengkap,0,SMA/SMK,Petani,Petani,700000,650000,Sewa/Kontrak,Permanen,PLN Mandiri,Sungai/Tadah Hujan,13.4,Motor Pribadi,Paket Data,0,1,0,PBI (Gratis),0,9,Sedang,5,Layak,Bansos Daerah
1983297492,Wulan Permata,Perempuan,17,11,IPA,75,58,2,16,0,0,Tidak Aktif,0,Cerai,0,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,2800000,3500000,Milik Sendiri,Tidak Layak Huni,PLN Mandiri,Sumur Gali,2.2,Jalan Kaki,Wifi Rumah,1,1,1,Mandiri Kelas 2/1,0,7,Sedang,6,Layak,Bansos Daerah
4888749350,Arif Santoso,Perempuan,18,12,IPA,100,69,2,6,0,0,Tidak Aktif,0,Piatu,3,D3/S1,Pedagang,Wiraswasta,1700000,1300000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,6.5,Sepeda,Tidak Ada,1,1,0,PBI (Gratis),0,7,Sedang,8,Sangat Layak,PKH Prioritas
8987073217,Nanda Nasution,Perempuan,18,12,IPS,90,79,2,12,0,0,Tidak Aktif,0,Lengkap,1,SMP,Pedagang,Ibu Rumah Tangga,1900000,2050000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,1.2,Angkutan Umum,Paket Data,0,0,0,Tidak Punya,0,1,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
9894264595,Bagas Pratama,Laki-laki,14,9,-,70,68,3,22,0,1,Aktif,0,Lengkap,0,SMA/SMK,Wiraswasta,PNS,800000,700000,Numpang Keluarga,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Pompa,1.6,Jalan Kaki,Tidak Ada,1,0,0,Mandiri Kelas 3,0,10,Tinggi,11,Sangat Layak,KIP Prioritas
6317189421,Andi Hidayat,Laki-laki,12,7,-,72,100,1,1,1,3,Tidak Aktif,1,Lengkap,1,SMP,Karyawan Swasta,Wiraswasta,7800000,9900000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,4.2,Angkutan Umum,Wifi Rumah,0,0,0,PBI (Gratis),0,8,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
8168204967,Kurnia Nugroho,Perempuan,13,7,-,81,48,6,18,0,0,Tidak Aktif,0,Lengkap,6,SMP,Pedagang,Ibu Rumah Tangga,4400000,3950000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Pompa,6.2,Diantar Ortu,Paket Data,0,0,0,PBI (Gratis),0,9,Sedang,3,Perlu Ditinjau,Verifikasi Lapangan
3030106617,Yuli Siregar,Perempuan,18,11,IPA,87,65,3,14,0,0,Tidak Aktif,0,Yatim,1,SMA/SMK,Buruh Harian,Karyawan Swasta,4700000,6000000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,8.2,Angkutan Umum,Wifi Rumah,0,0,0,PBI (Gratis),0,7,Sedang,5,Layak,Bansos Daerah
8664882079,Salsa Nugroho,Perempuan,18,11,Kejuruan,90,60,5,18,0,0,Tidak Aktif,0,Piatu,1,D3/S1,Buruh Harian,Ibu Rumah Tangga,1700000,2100000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,12.3,Angkutan Umum,Paket Data,1,0,0,Mandiri Kelas 3,0,10,Tinggi,9,Sangat Layak,KIP Prioritas
8763140509,Salsa Wibowo,Perempuan,17,12,IPS,94,63,2,20,1,0,Aktif,1,Lengkap,0,SMP,Karyawan Swasta,PNS,500000,400000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,2.8,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 2/1,0,11,Tinggi,7,Layak,Bansos Daerah
1817804383,Fitri Sari,Laki-laki,13,8,-,89,64,4,15,0,0,Tidak Aktif,0,Lengkap,6,SMA/SMK,Petani,Buruh Harian,10400000,12000000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),Sungai/Tadah Hujan,8.8,Sepeda,Paket Data,0,0,0,Mandiri Kelas 3,0,8,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
7146318035,Indah Utomo,Perempuan,16,9,-,98,55,3,17,1,0,Aktif,1,Piatu,3,SMA/SMK,Petani,Ibu Rumah Tangga,2000000,2550000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,2.2,Diantar Ortu,Wifi Rumah,0,0,0,Mandiri Kelas 3,0,13,Tinggi,6,Layak,Bansos Daerah
7114223633,Fajar Handoko,Laki-laki,14,9,-,85,82,1,14,0,0,Tidak Aktif,0,Piatu,0,SMP,Wiraswasta,Petani,1200000,1000000,Sewa/Kontrak,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Pompa,6.8,Angkutan Umum,Wifi Rumah,0,0,0,PBI (Gratis),0,8,Sedang,10,Sangat Layak,KIP Prioritas
4131356954,Kurnia Pratama,Laki-laki,18,12,Kejuruan,75,65,2,18,0,0,Tidak Aktif,0,Lengkap,0,SMP,Pedagang,Ibu Rumah Tangga,3000000,2850000,Sewa/Kontrak,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Pompa,3.6,Angkutan Umum,Wifi Rumah,0,0,0,PBI (Gratis),1,4,Rendah,5,Layak,Bansos Daerah
1422701550,Nisa Setiawan,Laki-laki,16,10,IPS,83,75,1,14,0,0,Aktif,0,Lengkap,0,D3/S1,Petani,Meninggal,5500000,5550000,Sewa/Kontrak,Tidak Layak Huni,PLN Mandiri,Sumur Pompa,4.5,Angkutan Umum,Paket Data,0,1,0,PBI (Gratis),0,3,Rendah,3,Perlu Ditinjau,Verifikasi Lapangan
4700855390,Fandi Santoso,Laki-laki,14,8,-,83,67,2,15,0,0,Tidak Aktif,0,Lengkap,0,SMA/SMK,Buruh Harian,Ibu Rumah Tangga,2100000,1800000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,4.4,Motor Pribadi,Paket Data,0,0,0,Tidak Punya,0,4,Rendah,3,Perlu Ditinjau,Verifikasi Lapangan
2067970820,Indah Andini,Perempuan,19,12,Kejuruan,55,64,2,20,0,1,Aktif,0,Piatu,1,SMA/SMK,Tidak Bekerja,Pedagang,6100000,4300000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,0.7,Jalan Kaki,Paket Data,0,0,0,PBI (Gratis),0,8,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
2926780541,Joko Kusuma,Laki-laki,13,8,-,77,94,1,1,0,0,Aktif,0,Lengkap,4,SMA/SMK,Wiraswasta,Petani,5200000,4300000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,1.1,Angkutan Umum,Paket Data,0,1,0,Mandiri Kelas 2/1,1,2,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
2811967841,Nanda Setiawan,Laki-laki,14,8,-,87,84,1,3,0,0,Tidak Aktif,0,Lengkap,1,Tidak Sekolah,Karyawan Swasta,PNS,900000,750000,Sewa/Kontrak,Semi Permanen,Tidak Ada,Sumur Gali,3.3,Angkutan Umum,Paket Data,1,1,0,PBI (Gratis),1,5,Sedang,8,Sangat Layak,PKH Prioritas
6491309593,Lina Nasution,Perempuan,14,8,-,79,48,4,26,0,0,Tidak Aktif,0,Lengkap,3,SMA/SMK,Pedagang,Ibu Rumah Tangga,1200000,1150000,Milik Sendiri,Tidak Layak Huni,Tidak Ada,Sumur Gali,0.7,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,11,Tinggi,7,Layak,Bansos Daerah
4965395580,Mega Sinaga,Laki-laki,19,12,IPA,76,47,5,14,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,Pedagang,Buruh Harian,4700000,3750000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,6.3,Diantar Ortu,Wifi Rumah,0,0,0,Mandiri Kelas 2/1,0,7,Sedang,1,Tidak Layak,—
3363629219,Rizky Wibowo,Laki-laki,15,9,-,94,86,1,7,0,0,Tidak Aktif,0,Lengkap,2,SMA/SMK,Meninggal,Buruh Harian,400000,450000,Milik Sendiri,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Gali,6.6,Motor Pribadi,Wifi Rumah,1,1,1,Mandiri Kelas 3,0,8,Sedang,10,Sangat Layak,—
9807209816,Ratna Budiman,Perempuan,14,9,-,73,66,3,13,0,1,Tidak Aktif,0,Yatim Piatu,2,SMP,Tidak Bekerja,Pedagang,1900000,2100000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sumur Pompa,4.0,Sepeda,Tidak Ada,1,1,0,Mandiri Kelas 3,0,10,Tinggi,9,Sangat Layak,PKH Prioritas
4590711152,Fajar Hidayat,Laki-laki,14,8,-,91,51,4,14,1,0,Tidak Aktif,0,Lengkap,0,SD,Buruh Harian,Ibu Rumah Tangga,700000,500000,Milik Sendiri,Tidak Layak Huni,PLN Subsidi (450VA/900VA),PAM/PDAM,1.1,Diantar Ortu,Paket Data,1,0,0,Mandiri Kelas 2/1,1,13,Tinggi,11,Sangat Layak,KIP Prioritas
5161807235,Yuli Andini,Laki-laki,15,10,IPA,69,86,3,2,0,2,Tidak Aktif,1,Lengkap,1,SD,Wiraswasta,Ibu Rumah Tangga,1500000,1600000,Sewa/Kontrak,Tidak Layak Huni,Nebeng Tetangga,PAM/PDAM,10.4,Angkutan Umum,Wifi Rumah,1,0,0,Mandiri Kelas 3,0,11,Tinggi,9,Sangat Layak,KIP Prioritas
4645120421,Novi Siregar,Laki-laki,12,7,-,100,75,1,10,0,0,Aktif,0,Lengkap,2,D3/S1,Buruh Harian,Ibu Rumah Tangga,1700000,1850000,Sewa/Kontrak,Permanen,Tidak Ada,Sumur Pompa,18.8,Motor Pribadi,Wifi Rumah,0,0,0,PBI (Gratis),0,3,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
6009268066,Novi Hartono,Laki-laki,19,12,Kejuruan,81,76,2,16,0,0,Tidak Aktif,1,Lengkap,0,SMA/SMK,Buruh Harian,Karyawan Swasta,1600000,2000000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,3.4,Jalan Kaki,Tidak Ada,1,1,0,Mandiri Kelas 2/1,0,6,Sedang,5,Layak,Bansos Daerah
7380780055,Bayu Utomo,Perempuan,14,7,-,80,83,0,5,0,0,Aktif,0,Lengkap,1,SMA/SMK,Karyawan Swasta,Ibu Rumah Tangga,1400000,950000,Sewa/Kontrak,Permanen,PLN Mandiri,PAM/PDAM,4.7,Sepeda,Paket Data,0,0,0,Mandiri Kelas 2/1,0,4,Rendah,4,Perlu Ditinjau,Verifikasi Lapangan
1251837136,Siti Saputra,Perempuan,15,10,IPS,96,55,3,25,1,0,Tidak Aktif,0,Lengkap,1,SD,Pedagang,Buruh Harian,900000,750000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,3.6,Angkutan Umum,Paket Data,1,1,0,PBI (Gratis),0,9,Sedang,7,Layak,Bansos Daerah
2627677155,Rina Saputra,Perempuan,19,12,IPS,79,51,4,21,0,0,Aktif,0,Lengkap,7,Tidak Sekolah,Tidak Bekerja,Ibu Rumah Tangga,13700000,12000000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sumur Gali,4.8,Motor Pribadi,Paket Data,0,0,0,Mandiri Kelas 3,0,9,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
9526836552,Eka Handoko,Perempuan,14,8,-,100,93,2,10,0,0,Aktif,0,Lengkap,1,SMA/SMK,Petani,Wiraswasta,9800000,12000000,Sewa/Kontrak,Semi Permanen,Nebeng Tetangga,PAM/PDAM,2.7,Angkutan Umum,Paket Data,0,0,0,PBI (Gratis),0,2,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
7249213370,Fitri Susanto,Perempuan,15,9,-,88,54,2,16,0,0,Aktif,0,Lengkap,3,SMA/SMK,Pedagang,PNS,800000,900000,Milik Sendiri,Tidak Layak Huni,Nebeng Tetangga,PAM/PDAM,2.9,Diantar Ortu,Tidak Ada,1,1,1,PBI (Gratis),0,11,Tinggi,10,Sangat Layak,—
8380507338,Rizky Puspita,Laki-laki,12,7,-,82,57,4,18,0,0,Tidak Aktif,1,Lengkap,1,SMA/SMK,Tidak Bekerja,Buruh Harian,7800000,9000000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,6.8,Angkutan Umum,Paket Data,0,0,0,Mandiri Kelas 2/1,0,9,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
1664847319,Galih Kurniawan,Perempuan,17,11,Kejuruan,81,59,3,19,0,0,Aktif,0,Piatu,2,SMP,Tidak Bekerja,Petani,1500000,1100000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,24.8,Motor Pribadi,Paket Data,0,1,0,Tidak Punya,0,9,Sedang,6,Layak,Bansos Daerah
2274350418,Yuli Santoso,Perempuan,16,11,Kejuruan,97,100,0,1,0,0,Aktif,1,Piatu,1,SMA/SMK,Petani,Ibu Rumah Tangga,2400000,2400000,Numpang Keluarga,Permanen,PLN Mandiri,Sungai/Tadah Hujan,0.9,Angkutan Umum,Tidak Ada,0,0,0,Tidak Punya,0,6,Sedang,5,Layak,Bansos Daerah
5160575046,Joko Budiman,Perempuan,16,10,IPA,86,79,2,14,0,0,Tidak Aktif,0,Lengkap,3,SD,Buruh Harian,Ibu Rumah Tangga,2000000,1650000,Numpang Keluarga,Permanen,PLN Mandiri,Sumur Pompa,2.7,Motor Pribadi,Paket Data,0,0,0,PBI (Gratis),0,3,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
3328710672,Nisa Nasution,Perempuan,14,8,-,88,85,3,1,0,0,Tidak Aktif,0,Lengkap,1,SD,Karyawan Swasta,Ibu Rumah Tangga,1200000,950000,Sewa/Kontrak,Permanen,Nebeng Tetangga,Sumur Pompa,1.0,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 3,0,5,Sedang,4,Perlu Ditinjau,Verifikasi Lapangan
8507497883,Yuli Kusuma,Laki-laki,12,7,-,89,75,1,23,0,0,Aktif,1,Piatu,1,SMA/SMK,Petani,Pedagang,4800000,5650000,Milik Sendiri,Semi Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,12.6,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 2/1,0,8,Sedang,5,Layak,Bansos Daerah
1245522987,Bayu Santoso,Laki-laki,14,8,-,85,65,2,19,0,0,Aktif,0,Lengkap,1,SMP,Tidak Bekerja,Buruh Harian,2400000,1850000,Milik Sendiri,Permanen,PLN Mandiri,PAM/PDAM,1.8,Motor Pribadi,Wifi Rumah,0,0,0,PBI (Gratis),0,2,Rendah,2,Perlu Ditinjau,Verifikasi Lapangan
7803990970,Yuli Utomo,Laki-laki,13,7,-,89,81,0,8,0,0,Aktif,0,Yatim,1,SMP,Tidak Bekerja,PNS,1500000,1450000,Milik Sendiri,Permanen,PLN Subsidi (450VA/900VA),PAM/PDAM,0.8,Diantar Ortu,Wifi Rumah,1,1,0,Tidak Punya,0,3,Rendah,8,Sangat Layak,PKH Prioritas
1676168421,Wahyu Situmorang,Laki-laki,15,10,IPA,82,52,3,17,0,0,Aktif,0,Piatu,0,SMA/SMK,Petani,Petani,700000,850000,Milik Sendiri,Permanen,Nebeng Tetangga,PAM/PDAM,5.3,Sepeda,Paket Data,1,1,0,Tidak Punya,0,13,Tinggi,10,Sangat Layak,PKH Prioritas
1798112150,Eka Permata,Perempuan,16,10,Kejuruan,83,58,4,13,1,0,Tidak Aktif,0,Lengkap,0,SMA/SMK,Petani,Pedagang,1000000,800000,Milik Sendiri,Semi Permanen,PLN Mandiri,Sumur Pompa,14.4,Sepeda,Paket Data,1,1,1,Tidak Punya,0,12,Tinggi,6,Layak,Bansos Daerah
3555656321,Dian Pratama,Perempuan,17,11,Kejuruan,71,82,1,11,0,2,Tidak Aktif,1,Lengkap,0,D3/S1,Petani,Buruh Harian,500000,600000,Milik Sendiri,Permanen,Nebeng Tetangga,PAM/PDAM,5.5,Diantar Ortu,Tidak Ada,1,1,0,PBI (Gratis),0,11,Tinggi,7,Layak,Bansos Daerah
6305160342,Bayu Budiman,Laki-laki,14,8,-,87,55,4,24,0,0,Tidak Aktif,1,Piatu,3,SMA/SMK,Tidak Bekerja,Buruh Harian,2200000,2850000,Milik Sendiri,Semi Permanen,Nebeng Tetangga,Sumur Pompa,3.6,Jalan Kaki,Tidak Ada,0,0,0,PBI (Gratis),0,12,Tinggi,6,Layak,Bansos Daerah
3553440342,Budi Setiawan,Laki-laki,19,12,IPS,65,70,3,12,0,3,Aktif,0,Lengkap,0,SD,Buruh Harian,Ibu Rumah Tangga,800000,800000,Dinas,Permanen,Nebeng Tetangga,Sumur Pompa,4.3,Angkutan Umum,Wifi Rumah,1,1,1,Tidak Punya,0,7,Sedang,7,Layak,Bansos Daerah
3660223333,Lina Situmorang,Laki-laki,18,11,IPS,87,71,2,18,0,0,Tidak Aktif,0,Lengkap,0,SMP,Pedagang,Petani,1700000,1350000,Milik Sendiri,Tidak Layak Huni,PLN Mandiri,PAM/PDAM,10.7,Motor Pribadi,Paket Data,1,1,1,Mandiri Kelas 2/1,0,5,Sedang,8,Sangat Layak,—
7540301973,Putri Harahap,Laki-laki,14,8,-,80,66,2,10,0,0,Tidak Aktif,1,Lengkap,2,S2/S3,Pedagang,Buruh Harian,6500000,5750000,Numpang Keluarga,Permanen,PLN Mandiri,PAM/PDAM,1.4,Jalan Kaki,Tidak Ada,0,0,0,Tidak Punya,0,5,Sedang,1,Tidak Layak,—
9309500117,Rizky Harahap,Laki-laki,17,11,Kejuruan,88,47,3,17,0,0,Tidak Aktif,0,Lengkap,1,SMA/SMK,PNS/TNI/Polri,Pedagang,5700000,5400000,Numpang Keluarga,Semi Permanen,PLN Mandiri,PAM/PDAM,2.7,Diantar Ortu,Paket Data,0,1,0,PBI (Gratis),0,5,Sedang,1,Tidak Layak,—
8370987661,Dimas Wibowo,Laki-laki,17,12,IPS,72,64,1,24,0,2,Tidak Aktif,1,Cerai,1,SMA/SMK,Petani,PNS,2100000,1850000,Milik Sendiri,Semi Permanen,PLN Mandiri,PAM/PDAM,2.0,Jalan Kaki,Paket Data,0,1,0,Mandiri Kelas 2/1,0,9,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
6320115677,Agus Sari,Perempuan,16,9,-,60,62,3,19,1,3,Tidak Aktif,0,Cerai,0,Tidak Sekolah,Buruh Harian,Ibu Rumah Tangga,2000000,1700000,Sewa/Kontrak,Semi Permanen,PLN Mandiri,Sumur Gali,1.0,Motor Pribadi,Paket Data,0,0,0,Mandiri Kelas 2/1,0,13,Tinggi,3,Perlu Ditinjau,Verifikasi Lapangan
2699887270,Hendra Situmorang,Laki-laki,14,9,-,80,75,2,18,0,0,Tidak Aktif,0,Yatim Piatu,5,SMA/SMK,Tidak Bekerja,Ibu Rumah Tangga,9800000,12000000,Milik Sendiri,Tidak Layak Huni,PLN Subsidi (450VA/900VA),Sumur Pompa,2.2,Sepeda,Paket Data,0,0,0,PBI (Gratis),0,8,Sedang,9,Sangat Layak,KIP Prioritas
6583444930,Dewi Firmansyah,Laki-laki,15,9,-,72,74,1,7,0,3,Aktif,0,Lengkap,3,Tidak Sekolah,Tidak Bekerja,Buruh Harian,3300000,2600000,Sewa/Kontrak,Permanen,PLN Subsidi (450VA/900VA),Sumur Gali,8.1,Jalan Kaki,Paket Data,0,0,0,Mandiri Kelas 3,0,5,Sedang,2,Perlu Ditinjau,Verifikasi Lapangan
1311570307,Siti Utomo,Perempuan,15,9,-,64,77,0,6,0,2,Tidak Aktif,0,Lengkap,3,SMA/SMK,Wiraswasta,Buruh Harian,1600000,1800000,Milik Sendiri,Permanen,Nebeng Tetangga,Sumur Pompa,5.0,Jalan Kaki,Tidak Ada,1,1,1,Mandiri Kelas 2/1,0,8,Sedang,5,Layak,Bansos Daerah
5278201677,Ilham Siregar,Laki-laki,12,7,-,92,64,3,14,0,0,Tidak Aktif,0,Lengkap,1,D3/S1,Petani,Ibu Rumah Tangga,700000,450000,Milik Sendiri,Permanen,PLN Mandiri,Sumur Pompa,5.4,Jalan Kaki,Paket Data,1,1,0,PBI (Gratis),0,8,Sedang,7,Layak,Bansos Daerah
9904586976,Siti Santoso,Perempuan,15,9,-,100,79,1,5,0,0,Tidak Aktif,0,Lengkap,2,D3/S1,Buruh Harian,Karyawan Swasta,3000000,3150000,Sewa/Kontrak,Semi Permanen,PLN Subsidi (450VA/900VA),Sumur Pompa,3.4,Jalan Kaki,Tidak Ada,0,0,0,PBI (Gratis),0,2,Rendah,3,Perlu Ditinjau,Verifikasi Lapangan
